Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-09,118.655,119.348,114.799,114.923,876300,0.0,0.0
2022-03-10,114.497,115.563,113.671,114.31,730100,0.0,0.0
2022-03-11,114.301,116.212,114.301,114.479,869400,0.0,0.0
2022-03-14,114.817,116.318,113.742,114.559,877000,0.0,0.0
2022-03-15,114.719,115.057,113.049,114.888,994600,0.0,0.0
2022-03-16,114.515,114.941,113.022,114.923,776200,0.0,0.0
2022-03-17,115.341,116.043,114.035,115.137,551900,0.0,0.0
2022-03-18,115.261,115.261,112.853,113.795,1423800,0.0,0.0
2022-03-21,114.293,115.981,114.293,115.661,792900,0.0,0.0
2022-03-22,115.981,116.301,114.399,115.776,737200,0.0,0.0
2022-03-23,116.567,117.971,115.652,115.67,826100,0.0,0.0
2022-03-24,115.705,117.234,115.705,116.745,503000,0.0,0.0
2022-03-25,116.923,119.348,116.469,118.789,1060500,0.0,0.0
2022-03-28,118.726,119.384,117.811,119.011,606500,0.0,0.0
2022-03-29,119.49,120.486,118.904,120.335,710800,0.0,0.0
2022-03-30,119.642,119.864,118.113,119.846,715200,0.0,0.0
2022-03-31,119.944,120.965,118.842,120.317,666000,0.0,0.0
2022-04-01,120.663,122.254,119.713,122.183,739300,0.0,0.0
2022-04-04,121.472,121.499,118.122,119.633,711000,0.0,0.0
2022-04-05,119.286,122.432,119.286,122.414,1134000,0.0,0.0
2022-04-06,122.769,124.066,121.063,121.925,1061700,0.0,0.0
2022-04-07,121.907,122.591,120.539,122.032,725200,0.0,0.0
2022-04-08,122.778,123.871,121.845,123.329,582100,0.0,0.0
2022-04-11,124.084,124.893,122.831,123.889,583400,0.0,0.0
2022-04-12,123.507,124.395,122.458,123.871,593600,0.0,0.0
2022-04-13,123.871,124.511,122.529,123.578,442900,0.0,0.0
2022-04-14,124.075,125.062,123.4,124.12,456000,0.0,0.0
2022-04-18,124.28,124.715,123.142,123.409,409600,0.0,0.0
2022-04-19,123.933,126.768,123.933,126.457,540200,0.0,0.0
2022-04-20,126.643,128.74,126.643,127.629,643400,0.0,0.0
2022-04-21,127.221,129.069,126.883,127.647,781200,0.0,0.0
2022-04-22,127.345,128.154,126.332,126.386,758300,0.0,0.0
2022-04-25,125.764,126.839,123.285,126.359,687200,0.0,0.0
2022-04-26,126.323,127.15,124.013,124.049,601300,0.0,0.0
2022-04-27,124.493,125.844,123.889,124.066,618800,0.0,0.0
2022-04-28,124.102,125.399,123.516,125.31,475000,0.0,0.0
2022-04-29,124.893,125.124,121.543,121.667,1010800,0.0,0.0
2022-05-02,123.205,123.231,118.486,119.89,831600,0.0,0.0
2022-05-03,120.05,122.591,119.988,121.276,791800,0.0,0.0
2022-05-04,121.117,123.693,121.117,123.551,796000,0.0,0.0
2022-05-05,123.48,124.457,121.703,122.263,771300,0.0,0.0
2022-05-06,122.192,125.461,121.952,125.142,806400,0.0,0.0
2022-05-09,123.649,130.384,123.631,128.847,1346000,0.0,0.0
2022-05-10,128.394,130.046,125.897,126.617,944700,0.0,0.0
2022-05-11,126.51,129.069,125.906,128.331,1079500,0.0,0.0
2022-05-12,129.19,130.076,127.723,129.468,1006200,0.99,0.0
2022-05-13,129.799,129.978,127.374,129.038,1014400,0.0,0.0
2022-05-16,129.325,130.022,127.732,129.083,859300,0.0,0.0
2022-05-17,128.627,129.047,125.352,128.305,997500,0.0,0.0
2022-05-18,127.392,127.508,114.392,114.84,1899600,0.0,0.0
2022-05-19,113.632,113.883,110.554,113.05,1264800,0.0,0.0
2022-05-20,113.104,113.686,109.579,112.111,1097200,0.0,0.0
2022-05-23,113.068,113.203,108.21,109.794,1519100,0.0,0.0
2022-05-24,110.214,112.344,109.302,112.183,1258200,0.0,0.0
2022-05-25,112.183,114.008,111.333,113.829,1100700,0.0,0.0
2022-05-26,113.596,114.285,112.236,112.415,983600,0.0,0.0
2022-05-27,112.254,112.353,111.046,112.326,1303700,0.0,0.0
2022-05-31,112.013,113.158,110.867,112.165,1675600,0.0,0.0
2022-06-01,112.558,112.558,108.792,111.431,1124600,0.0,0.0
2022-06-02,111.091,111.744,107.199,110.08,1224200,0.0,0.0
2022-06-03,110.089,110.715,109.042,109.839,548700,0.0,0.0
2022-06-06,110.528,110.689,109.186,110.277,1275200,0.0,0.0
2022-06-07,110.089,117.318,110.027,116.584,2184500,0.0,0.0
