Date,country,fuel_type,price_type,price_per_1000l
2016-11-07,EU,euro95,with_tax,1310.5640641264931
2016-10-31,EU,euro95,with_tax,1313.8064404967624
2016-10-24,EU,euro95,with_tax,1315.3004735341144
2016-10-17,EU,euro95,with_tax,1307.295160712453
2016-10-10,EU,euro95,with_tax,1302.9375229432933
2016-10-03,EU,euro95,with_tax,1295.953687356904
2016-09-26,EU,euro95,with_tax,1291.3369155741525
2016-09-19,EU,euro95,with_tax,1296.0506150957078
2016-09-12,EU,euro95,with_tax,1300.3378784279423
2016-09-05,EU,euro95,with_tax,1292.1958480088647
2016-08-29,EU,euro95,with_tax,1293.7685688446595
2016-08-22,EU,euro95,with_tax,1282.8090649393023
2016-08-15,EU,euro95,with_tax,1269.1696318797729
2016-08-08,EU,euro95,with_tax,1271.276092665502
2016-08-01,EU,euro95,with_tax,1279.260622868975
2016-07-25,EU,euro95,with_tax,1292.7318967875813
2016-07-18,EU,euro95,with_tax,1298.6995880587456
2016-07-11,EU,euro95,with_tax,1300.532143006263
